record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856077354","626528915","159596483","7777.14","58.60000000000002","3.266","72.2","6.43","1085.0","300","151","91","4","1","0.0","58.60000000000002","3.266","39.25","259.0","50.03","261","89","260","5.625","65381","73","12.5",
"856077355","626528585","159596417","7780.24","58.200000000000045","3.266","72.2","6.43","1083.0","300","151","91","4","1","0.0","58.200000000000045","3.266","39.25","259.0","50.03","258","91","264","5.625","65381","73","12.25",
"856077356","626528239","159596402","7783.45","58.200000000000045","3.256","70.2","6.34","1079.0","300","151","91","4","1","0.0","58.200000000000045","3.256","39.25","257.0","49.93","252","91","264","5.375","65381","72","12.25",
"856077357","626527940","159596339","7786.26","58.0","3.256","69.2","6.34","1067.0","300","150","91","4","1","0.5","58.0","3.256","40.0","261.0","49.81","250","91","262","5.375","65381","72","12.25",
"856077358","626527641","159596220","7789.12","58.0","3.247","69.2","6.34","1062.0","300","151","91","4","1","0.5","58.0","3.247","40.25","262.0","49.81","256","90","258","5.375","65381","72","12.625",
"856077359","626527339","159596111","7792.01","58.200000000000045","3.154","70.2","6.43","1063.0","300","150","91","4","1","0.5","58.200000000000045","3.154","40.0","261.0","49.81","252","92","264","5.5","65381","73","12.125",
"856077360","626527014","159596048","7795.06","58.200000000000045","3.126","72.2","6.62","1048.0","300","150","91","4","1","0.0","58.200000000000045","3.126","39.75","261.0","49.81","250","90","262","5.5","65381","73","12.625",
"856077361","626526694","159595979","7798.07","58.200000000000045","3.116","72.2","6.71","1027.0","300","150","91","4","1","0.0","58.200000000000045","3.116","39.75","261.0","49.81","242","91","262","5.625","65381","73","13.0",
"856077362","626526351","159595981","7801.26","58.39999999999998","3.116","72.2","6.81","1020.0","300","150","91","4","1","0.0","58.39999999999998","3.116","39.75","261.0","49.81","246","91","262","5.625","65381","73","13.0",
"856077363","626526013","159595961","7804.41","58.39999999999998","3.116","72.2","6.81","1020.0","300","149","91","4","1","0.0","58.39999999999998","3.116","40.0","263.0","49.81","241","91","262","5.625","65381","73","13.0",
"856077364","626525659","159595932","7807.72","58.39999999999998","3.135","71.2","6.81","1016.0","300","150","91","4","1","0.0","58.39999999999998","3.135","40.0","262.0","49.9","246","91","262","5.625","65381","74","12.875",
"856077365","626525355","159595853","7810.6","58.39999999999998","3.144","71.2","6.81","1020.0","300","150","91","4","1","0.0","58.39999999999998","3.144","40.0","262.0","49.9","240","91","262","5.5","65381","73","13.125",
"856077366","626525034","159595777","7813.62","58.39999999999998","3.172","71.2","6.81","1022.0","300","149","91","4","1","0.0","58.39999999999998","3.172","39.75","261.0","49.9","242","90","262","5.625","65381","74","12.875",
"856077367","626524725","159595695","7816.54","58.39999999999998","3.172","72.2","6.71","1048.0","300","150","91","4","1","0.0","58.39999999999998","3.172","39.75","261.0","49.9","240","91","260","5.5","65381","73","12.625",
"856077368","626524422","159595564","7819.45","58.39999999999998","3.172","72.2","6.71","1043.0","300","149","91","4","1","0.0","58.39999999999998","3.172","39.75","261.0","50.0","235","91","258","5.5","65381","73","12.875",
"856077369","626524140","159595409","7822.21","58.39999999999998","3.172","72.2","6.71","1050.0","300","149","91","4","1","0.0","58.39999999999998","3.172","39.75","262.0","50.12","231","91","260","5.625","65381","74","12.75",
"856077370","626523831","159595268","7825.19","58.200000000000045","3.144","72.2","6.71","1044.0","300","149","91","4","1","0.0","58.200000000000045","3.144","39.75","261.0","50.12","238","90","260","5.75","65381","75","13.125",
"856077371","626523546","159595132","7827.95","58.200000000000045","3.144","72.2","6.81","1033.0","300","149","91","4","1","0.0","58.200000000000045","3.144","39.75","261.0","50.12","242","92","256","5.75","65381","75","12.75",
"856077372","626523249","159594988","7830.83","58.200000000000045","3.126","72.2","6.81","1027.0","300","149","91","4","1","0.0","58.200000000000045","3.126","39.25","259.0","50.21","245","90","264","5.75","65381","75","12.0",
"856077373","626522949","159594827","7833.77","58.200000000000045","3.107","72.2","6.9","1018.0","300","149","91","4","1","0.0","58.200000000000045","3.107","39.5","260.0","50.31","238","91","264","5.5","65381","73","12.375",
"856077374","626522644","159594660","7836.77","58.200000000000045","3.098","72.2","6.9","1003.0","300","152","91","4","1","0.0","58.200000000000045","3.098","39.75","261.0","50.43","245","91","262","5.625","65381","74","12.25",
"856077375","626522344","159594496","7839.71","58.200000000000045","3.098","72.2","7.03","1002.0","300","152","91","4","1","0.0","58.200000000000045","3.098","39.0","256.0","50.43","243","91","260","5.375","65381","72","12.375",
"856077376","626522035","159594367","7842.68","58.200000000000045","3.098","72.2","7.03","1001.0","300","151","91","4","1","0.0","58.200000000000045","3.098","39.0","256.0","50.43","248","91","252","5.625","65381","75","13.125",
"856077377","626521703","159594258","7845.84","58.200000000000045","3.088","73.0","7.12","1009.0","300","149","91","4","1","0.0","58.200000000000045","3.088","39.25","258.0","50.31","248","90","254","5.625","65381","74","12.875",
"856077378","626521395","159594180","7848.74","58.200000000000045","3.098","73.0","7.12","1008.0","300","149","90","4","1","0.5","58.200000000000045","3.098","39.25","260.0","50.31","249","90","258","5.625","65381","74","12.875",
"856077379","626521101","159594096","7851.52","58.200000000000045","3.088","73.0","7.03","1023.0","300","149","90","4","1","0.5","58.200000000000045","3.088","39.25","260.0","50.31","245","90","258","5.75","65381","75","12.625",
"856077380","626520799","159594017","7854.38","58.200000000000045","3.088","72.2","6.9","1024.0","300","149","90","4","1","0.5","58.200000000000045","3.088","39.25","261.0","50.31","235","90","260","5.75","65381","74","12.125",
"856077381","626520505","159593928","7857.16","58.200000000000045","3.088","72.2","6.81","1015.0","300","149","90","4","1","0.5","58.200000000000045","3.088","39.25","261.0","50.31","237","90","268","5.375","65381","72","12.25",
"856077382","626520202","159593845","7860.03","58.200000000000045","3.07","71.2","6.81","1008.0","300","149","91","4","1","0.0","58.200000000000045","3.07","39.25","259.0","50.31","239","90","268","5.5","65381","72","12.125",
"856077383","626519881","159593788","7863.04","58.200000000000045","3.07","70.2","6.81","999.0","300","150","91","4","1","0.0","58.200000000000045","3.07","39.5","261.0","50.31","241","90","264","5.5","65380","72","12.125",
"856077384","626519588","159593754","7865.78","58.0","3.07","71.2","6.9","1000.0","300","149","90","4","1","0.5","58.0","3.07","39.25","260.0","50.43","242","91","260","5.5","65381","73","12.75",
"856077385","626519271","159593743","7868.74","58.200000000000045","3.06","71.2","6.9","994.0","300","149","91","4","1","0.0","58.200000000000045","3.06","39.5","260.0","50.43","243","90","260","5.5","65381","73","12.75",
"856077386","626518973","159593731","7871.52","58.0","3.051","71.2","6.9","988.0","300","149","91","4","1","0.0","58.0","3.051","39.5","259.0","50.43","239","91","260","5.625","65380","73","12.875",
"856077387","626518673","159593710","7874.31","58.200000000000045","3.051","71.2","7.03","992.0","300","149","91","4","1","0.0","58.200000000000045","3.051","39.5","260.0","50.43","239","91","258","5.625","65381","74","13.25",
"856077388","626518385","159593625","7877.04","58.0","3.051","72.2","7.03","990.0","300","151","90","4","1","0.5","58.0","3.051","39.5","261.0","50.53","238","91","256","5.625","65380","74","13.25",
"856077389","626518092","159593526","7879.83","58.200000000000045","3.042","73.0","7.12","990.0","300","149","90","4","1","0.5","58.200000000000045","3.042","39.5","261.0","50.53","239","90","256","5.625","65381","74","13.0",
"856077390","626517805","159593430","7882.56","58.0","3.032","73.0","7.12","985.0","300","149","90","4","1","0.5","58.0","3.032","39.5","261.0","50.62","237","89","260","5.625","65380","74","12.625",
"856077391","626517521","159593355","7885.25","58.0","3.032","73.0","7.12","980.0","300","149","90","4","1","0.5","58.0","3.032","39.5","262.0","50.62","239","89","260","5.625","65380","74","12.625",
"856077392","626517237","159593283","7887.92","58.0","3.023","72.2","7.12","977.0","300","150","90","4","1","0.5","58.0","3.023","39.5","261.0","50.71","234","89","262","5.875","65380","75","12.75",
"856077393","626516932","159593244","7890.78","58.0","3.014","72.2","7.21","972.0","300","149","90","4","1","0.5","58.0","3.014","39.5","260.0","50.62","237","90","262","5.625","65380","74","12.625",
"856077394","626516624","159593187","7893.67","58.0","2.995","72.2","7.21","958.0","300","149","91","4","1","0.0","58.0","2.995","39.25","258.0","50.62","233","90","266","5.75","65380","74","12.375",
"856077395","626516328","159593169","7896.42","58.0","2.995","72.2","7.4","949.0","300","149","91","4","1","0.0","58.0","2.995","39.25","257.0","50.62","232","90","264","5.75","65380","74","12.375",
"856077396","626516013","159593141","7899.36","58.0","2.995","71.2","7.31","947.0","300","148","91","4","1","0.0","58.0","2.995","39.5","259.0","50.62","234","91","264","5.625","65380","73","12.625",
"856077397","626515702","159593070","7902.3","58.0","2.986","70.2","7.31","945.0","300","148","91","4","1","0.5","58.0","2.986","39.25","257.0","50.62","238","92","264","5.375","65380","72","12.75",
"856077398","626515378","159593049","7905.32","58.0","2.986","70.2","7.21","941.0","300","149","91","4","1","0.5","58.0","2.986","39.5","258.0","50.71","241","92","258","5.5","65380","73","12.625",
"856077399","626515061","159592997","7908.28","58.0","2.986","70.2","7.31","942.0","300","148","91","4","1","0.5","58.0","2.986","39.75","260.0","50.71","244","92","262","5.25","65380","72","12.5",
"856077400","626514741","159592942","7911.29","58.0","2.986","71.2","7.21","959.0","300","148","91","4","1","0.5","58.0","2.986","39.5","258.0","50.81","244","92","262","5.25","65380","72","12.5",
"856077401","626514409","159592894","7914.39","58.0","2.986","71.2","7.21","975.0","300","148","91","4","1","0.5","58.0","2.986","39.5","260.0","50.81","241","89","262","5.25","65380","72","12.5",
"856077402","626514089","159592828","7917.4","58.0","2.995","71.2","7.12","984.0","300","148","91","4","1","0.0","58.0","2.995","39.75","261.0","50.81","241","91","262","5.375","65380","72","12.75",
"856077403","626513788","159592741","7920.25","57.799999999999955","3.004","70.2","7.03","987.0","300","148","91","4","1","0.5","57.799999999999955","3.004","39.75","261.0","50.71","242","91","260","5.5","65380","73","12.625",
"856077404","626513459","159592740","7923.31","58.0","3.004","70.2","6.9","991.0","300","148","91","4","1","0.5","58.0","3.004","40.0","261.0","50.71","242","92","260","5.5","65380","73","12.625",
"856077405","626513120","159592700","7926.48","58.0","3.004","70.2","6.9","992.0","300","148","91","4","1","0.5","58.0","3.004","40.0","262.0","50.62","242","92","262","5.5","65380","73","12.625",
"856077406","626512792","159592616","7929.58","58.200000000000045","3.004","70.2","6.9","992.0","300","148","92","4","1","0.0","58.200000000000045","3.004","40.0","261.0","50.62","240","92","262","5.375","65380","72","12.625",
"856077407","626512465","159592538","7932.66","58.0","3.014","70.2","6.9","994.0","300","148","92","4","1","0.0","58.0","3.014","40.25","263.0","50.62","242","93","258","5.375","65380","72","12.75",
"856077408","626512128","159592468","7935.83","58.200000000000045","3.014","70.2","6.9","996.0","300","148","92","4","1","0.0","58.200000000000045","3.014","40.0","261.0","50.62","246","91","258","5.5","65380","73","12.625",
"856077409","626511816","159592390","7938.77","58.0","3.014","70.2","6.9","1011.0","300","149","92","4","1","0.0","58.0","3.014","40.0","261.0","50.62","244","92","254","5.625","65380","74","12.875",
"856077410","626511498","159592311","7941.77","58.0","3.023","70.2","6.9","1011.0","300","148","92","4","1","0.0","58.0","3.023","40.0","261.0","50.62","246","91","254","5.625","65380","74","12.875",
"856077411","626511205","159592226","7944.55","58.0","3.023","70.2","6.81","1016.0","300","148","91","4","1","0.5","58.0","3.023","39.75","260.0","50.62","244","92","256","5.5","65380","74","12.75",
"856077412","626510920","159592152","7947.24","58.200000000000045","3.023","70.2","6.81","1012.0","300","148","91","4","1","0.5","58.200000000000045","3.023","39.75","260.0","50.62","244","91","260","5.5","65380","73","12.5",
"856077413","626510610","159592068","7950.17","58.200000000000045","3.014","71.2","6.81","1009.0","300","148","91","4","1","0.5","58.200000000000045","3.014","40.0","260.0","50.62","244","91","260","5.5","65380","73","12.5",
"856077414","626510289","159591973","7953.21","58.200000000000045","3.014","71.2","6.81","1004.0","300","148","91","4","1","0.5","58.200000000000045","3.014","40.0","260.0","50.62","239","92","262","5.375","65380","72","12.625",
"856077415","626509957","159591888","7956.35","58.0","3.014","71.2","6.81","996.0","300","148","91","4","1","0.5","58.0","3.014","40.0","260.0","50.62","237","92","258","5.375","65380","72","12.75",
"856077416","626509617","159591787","7959.57","58.0","3.014","70.2","6.9","984.0","300","148","91","4","1","0.5","58.0","3.014","40.0","262.0","50.62","237","92","258","5.375","65380","72","12.75",
"856077417","626509264","159591692","7962.91","58.0","3.023","70.2","6.9","982.0","300","148","91","4","1","0.5","58.0","3.023","40.0","262.0","50.62","238","90","256","5.5","65380","73","12.75",
"856077418","626508951","159591577","7965.89","58.0","3.032","70.2","6.9","982.0","300","148","91","4","1","0.5","58.0","3.032","39.75","259.0","50.62","244","90","258","5.5","65380","73","12.75",
"856077419","626508683","159591435","7968.52","58.0","3.032","70.2","6.9","990.0","300","148","92","4","1","0.0","58.0","3.032","39.5","258.0","50.62","244","91","258","5.5","65380","73","12.375",
"856077420","626508374","159591327","7971.47","58.0","3.032","70.2","6.81","1001.0","300","149","91","4","1","0.5","58.0","3.032","39.25","256.0","50.62","244","92","260","5.5","65380","73","12.375",
"856077421","626508065","159591218","7974.41","58.0","3.023","70.2","6.81","1012.0","300","148","91","4","1","0.5","58.0","3.023","39.25","256.0","50.62","243","92","260","5.375","65380","72","12.375",
"856077422","626507753","159591132","7977.37","58.0","3.023","70.2","6.9","1006.0","300","148","91","4","1","0.5","58.0","3.023","39.25","256.0","50.62","243","92","260","5.375","65380","72","12.375",
